age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
45.0,Private,273435,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
36.0,State-gov,108320,Masters,14,Divorced,Prof-specialty,Unmarried,White,Male,5455.0,0.0,30.0,United-States,<=50K
30.0,,159303,Bachelors,13,Married-civ-spouse,,Wife,White,Female,0.0,0.0,4.0,United-States,<=50K
33.0,Self-emp-not-inc,170979,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1887.0,40.0,United-States,>50K
48.0,Private,199763,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,8.0,United-States,<=50K
51.0,Private,196501,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,14084.0,0.0,50.0,United-States,>50K
22.0,Local-gov,39236,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,594.0,0.0,25.0,United-States,<=50K
43.0,Private,240698,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
50.0,Self-emp-not-inc,57758,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,>50K
34.0,Private,56121,11th,7,Divorced,Craft-repair,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K
,Private,201454,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,,40.0,United-States,<=50K
38.0,Private,234901,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
23.0,Private,160398,Some-college,10,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K
21.0,State-gov,56582,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0.0,0.0,10.0,United-States,<=50K
40.0,Private,572751,Prof-school,15,Married-civ-spouse,Craft-repair,Husband,White,Male,5178.0,0.0,40.0,Mexico,>50K
50.0,Self-emp-not-inc,312477,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1887.0,40.0,United-States,>50K
36.0,Private,191335,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,56.0,United-States,<=50K
58.0,Private,197114,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
59.0,Private,168569,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,1887.0,40.0,United-States,>50K
47.0,Local-gov,324791,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1887.0,50.0,United-States,>50K
56.0,Private,191917,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,4101.0,0.0,40.0,United-States,<=50K
53.0,Private,72257,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,55.0,United-States,<=50K
27.0,Private,190525,Assoc-voc,11,Never-married,Machine-op-inspct,Unmarried,White,Male,0.0,0.0,45.0,United-States,<=50K
50.0,Self-emp-inc,121441,11th,7,Never-married,Exec-managerial,Other-relative,White,Male,0.0,2444.0,40.0,United-States,>50K
27.0,Self-emp-not-inc,131298,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,48.0,United-States,<=50K
33.0,Private,609789,Assoc-acdm,12,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K
20.0,Private,218178,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
38.0,Private,351299,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0.0,0.0,50.0,United-States,<=50K
22.0,,77873,9th,5,Never-married,,Not-in-family,White,Male,,0.0,,United-States,<=50K
40.0,Private,230961,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
38.0,Private,287701,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,48.0,United-States,>50K
,Private,25955,11th,7,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,<=50K
24.0,Private,262570,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
41.0,Private,53956,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0.0,1980.0,56.0,United-States,<=50K
48.0,Self-emp-not-inc,191277,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1902.0,60.0,United-States,>50K
49.0,Private,34377,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
32.0,Self-emp-inc,78530,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,,United-States,>50K
19.0,Private,177839,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0.0,0.0,15.0,United-States,<=50K
36.0,Self-emp-not-inc,257250,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,99.0,United-States,<=50K
29.0,Private,211482,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,50.0,United-States,>50K
22.0,Private,36011,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,30.0,United-States,<=50K
51.0,Private,246519,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2105.0,0.0,45.0,United-States,<=50K
24.0,Local-gov,452640,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,14344.0,0.0,50.0,United-States,>50K
32.0,State-gov,175931,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
52.0,Self-emp-inc,234286,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,40.0,United-States,>50K
26.0,Private,173927,Assoc-voc,11,Never-married,Prof-specialty,Own-child,Other,Female,0.0,0.0,60.0,Jamaica,<=50K
23.0,Private,166527,Some-college,10,Never-married,Exec-managerial,Own-child,Other,Female,0.0,0.0,40.0,United-States,<=50K
34.0,Self-emp-not-inc,137223,10th,6,Never-married,Other-service,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
47.0,Private,72880,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
47.0,Private,181652,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K
33.0,Self-emp-not-inc,281030,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,94.0,United-States,<=50K
52.0,Private,48343,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
24.0,Private,291355,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,60.0,United-States,<=50K
46.0,Private,295334,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,>50K
38.0,Private,182609,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,Poland,<=50K
19.0,,63574,Some-college,10,Never-married,,Own-child,White,Male,0.0,0.0,50.0,United-States,<=50K
22.0,Private,162282,Assoc-voc,11,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
66.0,Private,167711,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0.0,0.0,,United-States,>50K
51.0,Self-emp-inc,96062,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K
81.0,Private,129338,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,10.0,United-States,<=50K
45.0,Federal-gov,207107,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Male,0.0,2080.0,40.0,Philippines,<=50K
31.0,Private,217962,12th,8,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0.0,0.0,40.0,,<=50K
29.0,Self-emp-not-inc,160786,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,55.0,United-States,<=50K
53.0,Private,158352,5th-6th,3,Married-civ-spouse,Other-service,Other-relative,White,Female,0.0,0.0,24.0,Italy,<=50K
30.0,Private,88913,Some-college,10,Separated,Other-service,Unmarried,Asian-Pac-Islander,Female,0.0,0.0,40.0,United-States,<=50K
64.0,Private,180247,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
39.0,Private,186183,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,,United-States,>50K
38.0,Federal-gov,338320,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1977.0,50.0,United-States,>50K
43.0,Private,300528,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,,0.0,40.0,United-States,<=50K
20.0,Private,130840,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,20.0,United-States,<=50K
64.0,Private,477697,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,16.0,United-States,<=50K
63.0,Self-emp-not-inc,795830,1st-4th,2,Widowed,Other-service,Unmarried,White,Female,0.0,0.0,30.0,El-Salvador,<=50K
58.0,Self-emp-inc,21626,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Male,2202.0,0.0,56.0,United-States,<=50K
54.0,Federal-gov,439608,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
35.0,Local-gov,103260,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,,35.0,United-States,>50K
42.0,Private,175935,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0.0,1980.0,46.0,United-States,<=50K
39.0,Private,181553,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,55.0,United-States,<=50K
30.0,Private,124187,HS-grad,9,Never-married,Farming-fishing,Own-child,Black,Male,0.0,0.0,60.0,United-States,<=50K
27.0,Private,302422,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
36.0,Private,136629,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
55.0,Private,276229,Some-college,10,Divorced,Tech-support,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
49.0,Private,176341,Bachelors,13,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,Female,0.0,0.0,40.0,India,<=50K
,Private,127610,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,15.0,United-States,<=50K
28.0,Private,115438,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
48.0,Private,216734,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
52.0,Private,204447,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4386.0,0.0,40.0,United-States,>50K
27.0,Local-gov,199343,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,38.0,United-States,<=50K
50.0,Private,183173,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999.0,0.0,40.0,United-States,>50K
37.0,Private,125933,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688.0,0.0,50.0,United-States,>50K
39.0,Private,218490,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,1848.0,40.0,United-States,>50K
62.0,Private,138253,Masters,14,Never-married,Handlers-cleaners,Not-in-family,White,Male,4650.0,0.0,40.0,United-States,<=50K
28.0,Private,161607,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
42.0,Private,386175,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,50.0,United-States,>50K
36.0,Private,180686,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
51.0,Private,221672,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,15024.0,0.0,50.0,United-States,>50K
44.0,Local-gov,160943,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
50.0,Private,285200,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1887.0,35.0,United-States,>50K
53.0,Private,149784,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688.0,0.0,40.0,United-States,>50K
19.0,Private,194905,Some-college,10,Never-married,Other-service,Own-child,White,Female,0.0,0.0,30.0,United-States,<=50K
32.0,Private,132601,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
19.0,Local-gov,210308,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,,1721.0,30.0,United-States,<=50K
23.0,,302836,Assoc-acdm,12,Married-civ-spouse,,Husband,White,Male,0.0,0.0,40.0,El-Salvador,<=50K
29.0,Private,229656,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,50.0,United-States,<=50K
24.0,Private,227070,10th,6,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K
29.0,Private,150861,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,Japan,<=50K
61.0,Private,147845,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,31.0,United-States,<=50K
44.0,Private,196545,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,7298.0,0.0,40.0,United-States,>50K
34.0,Self-emp-not-inc,254304,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,4508.0,0.0,90.0,United-States,<=50K
54.0,Self-emp-not-inc,109413,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
55.0,Private,86505,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,,United-States,<=50K
55.0,Private,189664,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
32.0,Private,39223,10th,6,Separated,Craft-repair,Unmarried,Black,Female,0.0,0.0,40.0,,<=50K
54.0,Private,35459,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
33.0,Private,279524,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0.0,,40.0,United-States,<=50K
50.0,Private,163708,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
41.0,Private,392167,10th,6,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,48.0,United-States,<=50K
38.0,Private,194304,Some-college,10,Divorced,Transport-moving,Not-in-family,Black,Male,0.0,,55.0,United-States,<=50K
29.0,Private,198997,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,20.0,United-States,<=50K
48.0,,144397,Some-college,10,Divorced,,Unmarried,Black,Female,0.0,0.0,,United-States,<=50K
36.0,Private,202662,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
35.0,Private,202027,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,7298.0,0.0,35.0,United-States,>50K
21.0,Private,319163,Some-college,10,Never-married,Transport-moving,Own-child,Black,Male,,0.0,40.0,United-States,<=50K
21.0,Private,213341,11th,7,Married-spouse-absent,Handlers-cleaners,Own-child,White,Male,0.0,1762.0,,Dominican-Republic,<=50K
42.0,Private,46221,Doctorate,16,Married-spouse-absent,Other-service,Not-in-family,White,Male,27828.0,0.0,60.0,,>50K
24.0,Local-gov,193416,Some-college,10,Never-married,Protective-serv,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
